,x,y,z,eta,phi,energy,trackId
368,8.868628,203.12529,487.998,1.6095,1.5271631,0.021889925,-99
369,-107.81793,107.81793,487.998,1.8799999,2.3561945,0.07772702,-99
370,103.94737,-9.094194,487.998,2.247,-0.08726625,0.7681707,218
371,68.44899,-47.928516,461.898,2.411,-0.61086535,0.50687206,218
372,75.7318,-35.31433,461.898,2.411,-0.43633246,2.0923572,114
373,80.71354,-21.6271,461.898,2.411,-0.26179907,2.4075887,218
374,64.1312,-29.904888,461.898,2.5750003,-0.43633255,2.585601,114
375,68.349846,-18.314272,461.898,2.575,-0.2617992,14.413146,468417
376,54.773277,4.792046,461.898,2.825,0.08726656,0.34346208,499286
377,53.10902,14.230522,461.898,2.825,0.26179945,0.7044699,499286
378,49.83107,23.23661,461.898,2.825,0.43633232,0.105548136,-99
379,45.03903,31.536665,461.898,2.825,0.61086524,0.42343327,468417
380,31.536669,45.03903,461.898,2.825,0.9599311,0.14572953,-99
381,23.236607,49.83107,461.898,2.825,1.134464,1.1348864,296101
382,-38.8785,38.878498,461.898,2.825,2.3561945,1.3794689,473819
383,-45.039032,31.536663,461.898,2.825,2.5307274,0.19034004,-99
384,45.03903,-31.53667,461.898,2.825,-0.61086524,0.45076704,512230
385,49.831062,-23.236626,461.898,2.825,-0.43633264,0.2812374,218
386,53.10902,-14.230506,461.898,2.825,-0.26179916,2.3254666,499286
387,54.773277,-4.792028,461.898,2.825,-0.08726623,0.43243065,499286
388,8.651848,198.16017,-522.798,-1.6964998,1.5271631,0.0,-99
389,-42.93056,193.6473,-522.798,-1.6964998,1.7889624,0.023045609,-99
390,147.88226,103.54829,-522.798,-1.7850001,0.61086524,0.0,-99
391,15.734329,179.844,-522.798,-1.7849998,1.4835298,0.050981816,-99
392,115.50661,115.506615,-522.798,-1.8800001,0.78539824,0.0,-99
393,-93.69427,133.8093,-522.798,-1.8800002,2.1816616,0.0,-99
394,24.549612,-52.646805,-487.998,-2.8250003,-1.134464,0.390123,386526
395,147.1556,-160.59213,522.798,1.6095,-0.82903135,0.0,-99
396,134.0026,146.23817,522.798,1.6965001,0.8290314,0.0,-99
397,103.36483,-103.36486,522.798,1.9865,-0.7853983,0.0,-99
398,61.239296,-42.880234,487.998,2.575,-0.6108654,1.0685372,506473
399,67.755005,-31.594698,487.998,2.575,-0.43633255,3.5982513,218
400,72.21202,-19.34914,487.998,2.575,-0.26179922,2.8958821,218
401,74.47491,-6.5157,487.998,2.575,-0.087266326,0.896373,431278
402,57.86829,5.062816,487.998,2.825,0.08726641,0.17966475,-99
403,52.646816,24.549612,487.998,2.825,0.4363323,1.121154,169732
404,47.584,33.318676,487.998,2.825,0.61086524,0.3730953,169732
405,24.549614,52.64682,487.998,2.825,1.134464,0.67783654,296101
406,-24.549618,52.646816,487.998,2.825,2.0071287,0.7809178,512030
407,-47.583992,33.31868,487.998,2.825,2.5307274,0.044208683,87602
408,24.549608,-52.64682,487.998,2.825,-1.1344641,0.2157481,512230
409,33.318672,-47.584,487.998,2.825,-0.95993114,1.5364621,512230
410,52.646812,-24.54963,487.998,2.825,-0.43633258,0.1984265,506473
411,56.109993,-15.034612,487.998,2.825,-0.26179913,3.257147,499286
412,-60.1113,16.106781,-522.798,-2.8249998,2.8797932,0.26639625,335106
413,-6.980356,-79.78583,522.798,2.575,-1.6580628,0.041934963,-99
414,77.36158,-20.728952,522.798,2.575,-0.26179913,0.0,130357
415,61.994976,5.423858,522.798,2.825,0.087266475,2.6192074,449551
416,-50.977295,35.69469,522.798,2.825,2.5307274,0.0,-99
417,-35.694687,-50.9773,522.798,2.825,-2.1816616,0.53157926,255081
418,-16.10677,-60.111294,522.798,2.825,-1.8325956,0.142253,-99
419,60.111294,-16.106758,522.798,2.825,-0.26179916,2.0927284,130357
